"","Sub.Question","Question","Response","Freq","Percent","Count","Type"
"1094","Play games","355.5 - Leisure - Play games","3:  Monthly",289,14.45,7,"Likert"
"1095","Play games","355.5 - Leisure - Play games","2:  Less than Once a Month",276,13.8,7,"Likert"
"1096","Play games","355.5 - Leisure - Play games","4:  Weekly",279,13.95,7,"Likert"
"1097","Play games","355.5 - Leisure - Play games","1: Never",284,14.2,7,"Likert"
"1098","Play games","355.5 - Leisure - Play games","6:  Several times per day",310,15.5,7,"Likert"
"1099","Played games with other people on the internet","74.8 - Online activities - Played games with other people on the internet","4:  Less often",307,15.35,6,"Likert"
"1100","Played games with other people on the internet","74.8 - Online activities - Played games with other people on the internet","3:  At least every week",341,17.05,6,"Likert"
"1101","Played games with other people on the internet","74.8 - Online activities - Played games with other people on the internet","2:  Daily or almost daily",336,16.8,6,"Likert"
"1102","Played games with other people on the internet","74.8 - Online activities - Played games with other people on the internet","5:  Never",324,16.2,6,"Likert"
"1103","Played games with other people on the internet","74.8 - Online activities - Played games with other people on the internet","6:  Don't know",358,17.9,6,"Likert"
"1104","Played games with other people on the internet","74.8 - Online activities - Played games with other people on the internet","1: Several times each day",334,16.7,6,"Likert"
"1105","Played internet games (on your own or against the computer)","74.9 - Online activities - Played internet games (on your own or against the computer)","6:  Don't know",348,17.4,6,"Likert"
"1106","Played internet games (on your own or against the computer)","74.9 - Online activities - Played internet games (on your own or against the computer)","3:  At least every week",342,17.1,6,"Likert"
"1107","Played internet games (on your own or against the computer)","74.9 - Online activities - Played internet games (on your own or against the computer)","5:  Never",333,16.65,6,"Likert"
"1108","Played internet games (on your own or against the computer)","74.9 - Online activities - Played internet games (on your own or against the computer)","2:  Daily or almost daily",320,16,6,"Likert"
"1109","Played internet games (on your own or against the computer)","74.9 - Online activities - Played internet games (on your own or against the computer)","1: Several times each day",316,15.8,6,"Likert"
"1110","Played internet games (on your own or against the computer)","74.9 - Online activities - Played internet games (on your own or against the computer)","4:  Less often",341,17.05,6,"Likert"
"1115","Protect a smartphone with a PIN/with a screen pattern","431.7 - Competencies with digital life - Protect a smartphone with a PIN/with a screen pattern","6:  Don't know",329,16.45,6,"Likert"
"1116","Protect a smartphone with a PIN/with a screen pattern","431.7 - Competencies with digital life - Protect a smartphone with a PIN/with a screen pattern","1: Very easy",350,17.5,6,"Likert"
"1117","Protect a smartphone with a PIN/with a screen pattern","431.7 - Competencies with digital life - Protect a smartphone with a PIN/with a screen pattern","5:  Very difficult",313,15.65,6,"Likert"
"1118","Protect a smartphone with a PIN/with a screen pattern","431.7 - Competencies with digital life - Protect a smartphone with a PIN/with a screen pattern","2:  Easy",361,18.05,6,"Likert"
"1119","Protect a smartphone with a PIN/with a screen pattern","431.7 - Competencies with digital life - Protect a smartphone with a PIN/with a screen pattern","4:  Difficult",322,16.1,6,"Likert"
